"customer_id","customer_name","customer_segment","order_id","order_date","shipping_city","shipping_state","shipping_region","shipping_country","shipping_postal_code","shipping_date","shipping_mode","order_details_id","product_id","quantity","order_discount","order_profits","order_profit_ratio","order_sales","product_name","product_category","product_subcategory","product_manufacturer"
"388","John Lee","Consumer","CA-2015-100136","2015-09-05 00:00:00","New York City","New York","East","United States","10011","2015-09-11 00:00:00","Standard Class","12","122","143","0.1","734","0.38","1931","Alphabetical Labels for Top Tab Filing","Office Supplies","Labels","Other"
"388","John Lee","Consumer","CA-2015-100136","2015-09-05 00:00:00","New York City","New York","East","United States","10011","2015-09-11 00:00:00","Standard Class","13","1507","324","0.2","114","0.22","518","Staples","Office Supplies","Fasteners","Other"
"388","John Lee","Consumer","CA-2015-100136","2015-09-05 00:00:00","New York City","New York","East","United States","10011","2015-09-11 00:00:00","Standard Class","14","1600","216","0.1","264","0.34","778","Unpadded Memo Slips","Office Supplies","Paper","Other"
"564","Neil Französisch","Home Office","CA-2015-100293","2015-03-14 00:00:00","Jacksonville","Florida","South","United States","32216","2015-03-18 00:00:00","Standard Class","15","1677","6","0.2","32","0.35","91","Xerox 1887","Office Supplies","Paper","Xerox"
"355","Jasper Cacioppo","Consumer","CA-2015-100328","2015-01-28 00:00:00","New York City","New York","East","United States","10024","2015-02-03 00:00:00","Standard Class","16","1313","1","0.2","1","0.34","4","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","Office Supplies","Binders","Pressboard"
"376","Jim Mitchum","Corporate","CA-2015-100363","2015-04-08 00:00:00","Glendale","Arizona","West","United States","85301","2015-04-15 00:00:00","Standard Class","17","326","2","0.2","1","0.35","2","Binder Clips by OIC","Office Supplies","Fasteners","OIC"
"376","Jim Mitchum","Corporate","CA-2015-100363","2015-04-08 00:00:00","Glendale","Arizona","West","United States","85301","2015-04-15 00:00:00","Standard Class","18","1568","3","0.2","7","0.36","19","Things To Do Today Spiral Book","Office Supplies","Paper","Things To Do"
"71","Barry Weirich","Consumer","CA-2015-100391","2015-05-25 00:00:00","New York City","New York","East","United States","10035","2015-05-29 00:00:00","Standard Class","19","1523","2","0","7","0.46","15","Strathmore Photo Frame Cards","Office Supplies","Paper","Strathmore"
"447","Kunst Miller","Consumer","CA-2015-100678","2015-04-18 00:00:00","Houston","Texas","Central","United States","77095","2015-04-22 00:00:00","Standard Class","20","1306","2","0.2","1","0.38","3","Prang Dustless Chalk Sticks","Office Supplies","Art","Prang"
"447","Kunst Miller","Consumer","CA-2015-100678","2015-04-18 00:00:00","Houston","Texas","Central","United States","77095","2015-04-22 00:00:00","Standard Class","21","396","3","0.2","50","0.34","149","Cameo Buff Policy Envelopes","Office Supplies","Envelopes","Other"
"447","Kunst Miller","Consumer","CA-2015-100678","2015-04-18 00:00:00","Houston","Texas","Central","United States","77095","2015-04-22 00:00:00","Standard Class","22","956","3","0.2","28","0.13","228","Kensington Expert Mouse Optical USB Trackball for PC or Mac","Technology","Accessories","Kensington"
"447","Kunst Miller","Consumer","CA-2015-100678","2015-04-18 00:00:00","Houston","Texas","Central","United States","77095","2015-04-22 00:00:00","Standard Class","23","529","3","0.3","-18","-0.06","317","DMI Arturo Collection Mission-style Design Wood Chair","Furniture","Chairs","DMI"
"453","Laurel Elliston","Consumer","CA-2015-100706","2015-12-16 00:00:00","Springfield","Virginia","South","United States","22153","2015-12-18 00:00:00","Second Class","24","1595","6","0","10","0.33","29","Ultra Door Push Plate","Furniture","Furnishings","Ultra"
"453","Laurel Elliston","Consumer","CA-2015-100706","2015-12-16 00:00:00","Springfield","Virginia","South","United States","22153","2015-12-18 00:00:00","Second Class","25","421","2","0","8","0.08","100","Case Logic 2.4GHz Wireless Keyboard","Technology","Accessories","Other"
"556","Nat Gilpin","Corporate","CA-2015-100762","2015-11-24 00:00:00","Jackson","Michigan","Central","United States","49201","2015-11-29 00:00:00","Standard Class","26","97","2","0","8","0.5","16","Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book","Office Supplies","Paper","Adams"
"556","Nat Gilpin","Corporate","CA-2015-100762","2015-11-24 00:00:00","Jackson","Michigan","Central","United States","49201","2015-11-29 00:00:00","Standard Class","27","1675","3","0","69","0.48","144","Xerox 1885","Office Supplies","Paper","Xerox"
"556","Nat Gilpin","Corporate","CA-2015-100762","2015-11-24 00:00:00","Jackson","Michigan","Central","United States","49201","2015-11-29 00:00:00","Standard Class","28","889","4","0","46","0.3","152","Hunt PowerHouse Electric Pencil Sharpener, Blue","Office Supplies","Art","Hunt"
"556","Nat Gilpin","Corporate","CA-2015-100762","2015-11-24 00:00:00","Jackson","Michigan","Central","United States","49201","2015-11-29 00:00:00","Standard Class","29","532","2","0","96","0.49","197","Dot Matrix Printer Tape Reel Labels, White, 5000/Box","Office Supplies","Labels","Other"
"166","Cindy Stewart","Consumer","CA-2015-100860","2015-03-26 00:00:00","Pomona","California","West","United States","91767","2015-03-30 00:00:00","Second Class","30","1462","5","0","9","0.48","19","Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set","Office Supplies","Labels","Smead"
"274","Eugene Hildebrand","Home Office","CA-2015-100867","2015-10-19 00:00:00","Lakewood","California","West","United States","90712","2015-10-24 00:00:00","Standard Class","31","1335","6","0.2","20","0.06","322","RCA Visys Integrated PBX 8-Line Router","Technology","Phones","RCA"
"195","Daniel Raglin","Home Office","CA-2015-100881","2015-03-28 00:00:00","Albuquerque","New Mexico","West","United States","87105","2015-04-01 00:00:00","Standard Class","32","163","3","0.2","23","0.08","302","AT&T TR1909W","Technology","Phones","AT&T"
"718","Stewart Visinsky","Consumer","CA-2015-100895","2015-06-02 00:00:00","Roswell","Georgia","South","United States","30076","2015-06-06 00:00:00","Standard Class","33","1414","2","0","3","0.31","9","Sanford Colorific Scented Colored Pencils, 12/Pack","Office Supplies","Art","Sanford"
"718","Stewart Visinsky","Consumer","CA-2015-100895","2015-06-02 00:00:00","Roswell","Georgia","South","United States","30076","2015-06-06 00:00:00","Standard Class","34","1103","3","0","67","0.28","240","Mophie Juice Pack Helium for iPhone","Technology","Phones","Other"
"718","Stewart Visinsky","Consumer","CA-2015-100895","2015-06-02 00:00:00","Roswell","Georgia","South","United States","30076","2015-06-06 00:00:00","Standard Class","35","866","2","0","107","0.3","357","Hot File 7-Pocket, Floor Stand","Office Supplies","Storage","Other"
"284","Frank Hawley","Corporate","CA-2015-100916","2015-10-21 00:00:00","Newport News","Virginia","South","United States","23602","2015-10-26 00:00:00","Standard Class","36","1417","1","0","1","0.31","3","SANFORD Liquid Accent Tank-Style Highlighters","Office Supplies","Art","Sanford"
"284","Frank Hawley","Corporate","CA-2015-100916","2015-10-21 00:00:00","Newport News","Virginia","South","United States","23602","2015-10-26 00:00:00","Standard Class","37","557","5","0","10","0.05","195","Eldon Base for stackable storage shelf, platinum","Office Supplies","Storage","Eldon"
"284","Frank Hawley","Corporate","CA-2015-100916","2015-10-21 00:00:00","Newport News","Virginia","South","United States","23602","2015-10-26 00:00:00","Standard Class","38","820","4","0","112","0.19","591","Hon 2111 Invitation Series Straight Table","Furniture","Tables","Hon"
"223","Dennis Bolton","Home Office","CA-2015-100972","2015-11-19 00:00:00","Salt Lake City","Utah","West","United States","84106","2015-11-24 00:00:00","Second Class","39","1678","3","0","80","0.48","166","Xerox 1888","Office Supplies","Paper","Xerox"
"504","Matt Collins","Consumer","CA-2015-101147","2015-12-02 00:00:00","Chicago","Illinois","Central","United States","60623","2015-12-04 00:00:00","First Class","40","1502","1","0.8","-6","-2.65","2","Staple holder","Office Supplies","Appliances","Staple holder"
"196","Dario Medina","Corporate","CA-2015-101175","2015-12-09 00:00:00","Mesa","Arizona","West","United States","85204","2015-12-14 00:00:00","Standard Class","41","53","6","0.2","-1","-0.01","101","Acco Perma 3000 Stacking Storage Drawers","Office Supplies","Storage","Acco"
"527","Michael Moore","Consumer","CA-2015-101266","2015-08-27 00:00:00","Springfield","Virginia","South","United States","22153","2015-08-30 00:00:00","Second Class","42","1689","2","0","6","0.48","13","Xerox 1898","Office Supplies","Paper","Xerox"
"734","Tamara Willingham","Home Office","CA-2015-101364","2015-12-22 00:00:00","New York City","New York","East","United States","10011","2015-12-26 00:00:00","Standard Class","43","999","13","0.2","100","0.34","297","Lock-Up Easel 'Spel-Binder'","Office Supplies","Binders","Other"
"42","Ann Steele","Home Office","CA-2015-101392","2015-12-07 00:00:00","Seattle","Washington","West","United States","98103","2015-12-13 00:00:00","Standard Class","44","112","7","0","70","0.26","269","Advantus Rolling Drawer Organizers","Office Supplies","Storage","Advantus"
"37","Andy Yotov","Corporate","CA-2015-101427","2015-12-26 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-12-30 00:00:00","Standard Class","45","590","3","0.2","1","0.14","8","Eldon Spacemaker Box, Quick-Snap Lid, Clear","Office Supplies","Art","Eldon"
"82","Benjamin Patterson","Consumer","CA-2015-101462","2015-04-20 00:00:00","Los Angeles","California","West","United States","90045","2015-04-25 00:00:00","Standard Class","46","727","4","0","28","0.46","60","GE 4 Foot Flourescent Tube, 40 Watt","Furniture","Furnishings","GE"
"698","Shirley Daniels","Home Office","CA-2015-101476","2015-09-12 00:00:00","New Rochelle","New York","East","United States","10801","2015-09-13 00:00:00","First Class","47","605","1","0","30","0.43","70","Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner","Technology","Machines","Epson"
"149","Chris Selesnick","Corporate","CA-2015-101560","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class","48","475","4","0","4","0.33","13","Crayola Colored Pencils","Office Supplies","Art","Crayola"
"149","Chris Selesnick","Corporate","CA-2015-101560","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class","49","715","3","0","22","0.49","46","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black","Office Supplies","Binders","GBC"
"149","Chris Selesnick","Corporate","CA-2015-101560","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class","50","1728","7","0","40","0.47","86","Xerox 1933","Office Supplies","Paper","Xerox"
"149","Chris Selesnick","Corporate","CA-2015-101560","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class","51","559","5","0","44","0.11","398","Eldon Cleatmat Plus Chair Mats for High Pile Carpets","Furniture","Furnishings","Eldon"
"539","Mick Crebagga","Consumer","CA-2015-101602","2015-12-15 00:00:00","El Paso","Texas","Central","United States","79907","2015-12-18 00:00:00","First Class","52","147","3","0.2","-9","-0.23","41","ARKON Windshield Dashboard Air Vent Car Mount Holder","Technology","Phones","Other"
"539","Mick Crebagga","Consumer","CA-2015-101602","2015-12-15 00:00:00","El Paso","Texas","Central","United States","79907","2015-12-18 00:00:00","First Class","53","996","5","0.3","-22","-0.03","763","Lifetime Advantage Folding Chairs, 4/Carton","Furniture","Chairs","Other"
"415","Karen Bern","Corporate","CA-2015-101770","2015-03-31 00:00:00","Miami","Florida","South","United States","33180","2015-04-04 00:00:00","Standard Class","54","257","1","0.7","-1","-0.7","2","Avery Hole Reinforcements","Office Supplies","Binders","Avery"
"283","Frank Gastineau","Home Office","CA-2015-101833","2015-11-17 00:00:00","New York City","New York","East","United States","10024","2015-11-22 00:00:00","Second Class","55","1475","3","0","17","0.5","34","Southworth 100% Cotton The Best Paper","Office Supplies","Paper","Southworth"
"757","Todd Sumrall","Corporate","CA-2015-101931","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","56","1445","2","0","0","0.01","6","Serrated Blade or Curved Handle Hand Letter Openers","Office Supplies","Supplies","Other"
"757","Todd Sumrall","Corporate","CA-2015-101931","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","57","260","2","0.2","2","0.31","7","Avery Non-Stick Binders","Office Supplies","Binders","Avery"
"757","Todd Sumrall","Corporate","CA-2015-101931","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","58","583","5","0","38","0.27","141","Eldon Portable Mobile Manager","Office Supplies","Storage","Eldon"
"757","Todd Sumrall","Corporate","CA-2015-101931","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","59","1307","2","0","14","0.03","481","Premier Automatic Letter Opener","Office Supplies","Supplies","Other"
"757","Todd Sumrall","Corporate","CA-2015-101931","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class","60","1196","6","0.15","-36","-0.06","617","O'Sullivan Living Dimensions 2-Shelf Bookcases","Furniture","Bookcases","O'Sullivan"
"660","Russell Applegate","Consumer","CA-2015-102008","2015-09-30 00:00:00","New York City","New York","East","United States","10011","2015-10-04 00:00:00","Standard Class","61","1572","1","0","24","0.5","49","Tops Green Bar Computer Printout Paper","Office Supplies","Paper","Other"
"400","Joy Daniels","Consumer","CA-2015-102085","2015-10-04 00:00:00","Seattle","Washington","West","United States","98115","2015-10-09 00:00:00","Standard Class","62","230","4","0","14","0.47","29","Avery 519","Office Supplies","Labels","Avery"
"204","Dave Hallsten","Corporate","CA-2015-102274","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class","63","1137","3","0","1","0.27","5","Newell 322","Office Supplies","Art","Newell"
"204","Dave Hallsten","Corporate","CA-2015-102274","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class","64","1001","1","0","10","0.27","37","Logitech B530 USB Headset - headset - Full size, Binaural","Technology","Phones","Logitech"
"204","Dave Hallsten","Corporate","CA-2015-102274","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class","65","1483","3","0","10","0.05","194","Space Solutions Commercial Steel Shelving","Office Supplies","Storage","Space Solutions"
"204","Dave Hallsten","Corporate","CA-2015-102274","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class","66","1111","6","0","302","0.48","629","Multicolor Computer Printout Paper","Office Supplies","Paper","Other"
"265","Erica Hackney","Consumer","CA-2015-102295","2015-11-24 00:00:00","Sacramento","California","West","United States","95823","2015-11-26 00:00:00","Second Class","67","758","1","0.2","-18","-0.15","121","Global Leather & Oak Executive Chair, Burgundy","Furniture","Chairs","Global"
"57","Arianne Irving","Consumer","CA-2015-102330","2015-12-29 00:00:00","Brentwood","California","West","United States","94513","2016-01-03 00:00:00","Standard Class","68","122","6","0","44","0.5","89","Alphabetical Labels for Top Tab Filing","Office Supplies","Labels","Other"
"57","Arianne Irving","Consumer","CA-2015-102330","2015-12-29 00:00:00","Brentwood","California","West","United States","94513","2016-01-03 00:00:00","Standard Class","69","884","4","0.2","36","0.11","320","HTC One","Technology","Phones","HTC"
"336","Ionia McGrath","Consumer","CA-2015-102645","2015-01-23 00:00:00","Las Vegas","Nevada","West","United States","89115","2015-01-28 00:00:00","Standard Class","70","1746","6","0","19","0.48","40","Xerox 195","Office Supplies","Paper","Xerox"
"37","Andy Yotov","Corporate","CA-2015-102652","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class","71","1815","3","0","9","0.48","19","Xerox 211","Office Supplies","Paper","Xerox"
"37","Andy Yotov","Corporate","CA-2015-102652","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class","72","393","7","0","13","0.39","33","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings","Furniture","Furnishings","C-Line"
"37","Andy Yotov","Corporate","CA-2015-102652","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class","73","1735","1","0","27","0.48","55","Xerox 194","Office Supplies","Paper","Xerox"
"37","Andy Yotov","Corporate","CA-2015-102652","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class","74","1537","2","0","16","0.17","92","Tenex B1-RE Series Chair Mats for Low Pile Carpets","Furniture","Furnishings","Tenex"
"441","Ken Heidel","Corporate","CA-2015-102673","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class","75","1507","5","0.2","1","0.19","8","Staples","Office Supplies","Fasteners","Other"
"441","Ken Heidel","Corporate","CA-2015-102673","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class","76","1135","3","0.2","1","0.09","10","Newell 320","Office Supplies","Art","Newell"
"441","Ken Heidel","Corporate","CA-2015-102673","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class","77","224","12","0.2","16","0.33","48","Avery 513","Office Supplies","Labels","Avery"
"441","Ken Heidel","Corporate","CA-2015-102673","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class","78","435","9","0.2","110","0.11","979","Cisco IP Phone 7961G VoIP phone - Dark gray","Technology","Phones","Cisco"
"475","Logan Currie","Consumer","CA-2015-102869","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class","79","1814","3","0.2","5","0.35","16","Xerox 210","Office Supplies","Paper","Xerox"
"475","Logan Currie","Consumer","CA-2015-102869","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class","80","1056","3","0.2","5","0.29","17","Master Caster Door Stop, Large Neon Orange","Furniture","Furnishings","Master Caster"
"475","Logan Currie","Consumer","CA-2015-102869","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class","81","1363","6","0.2","-5","-0.08","65","Rosewill 107 Normal Keys USB Wired Standard Keyboard","Technology","Accessories","Other"
"475","Logan Currie","Consumer","CA-2015-102869","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class","82","1295","1","0.4","-32","-0.23","136","Polycom SoundPoint IP 450 VoIP phone","Technology","Phones","Polycom"
"312","Greg Maxwell","Corporate","CA-2015-102988","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","83","1754","2","0","6","0.49","13","Xerox 1957","Office Supplies","Paper","Xerox"
"312","Greg Maxwell","Corporate","CA-2015-102988","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","84","475","7","0","8","0.33","23","Crayola Colored Pencils","Office Supplies","Art","Crayola"
"312","Greg Maxwell","Corporate","CA-2015-102988","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","85","1136","7","0","7","0.29","23","Newell 321","Office Supplies","Art","Newell"
"312","Greg Maxwell","Corporate","CA-2015-102988","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","86","159","1","0","8","0.29","29","AT&T CL82213","Technology","Phones","AT&T"
"312","Greg Maxwell","Corporate","CA-2015-102988","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class","87","1050","5","0","83","0.02","4164","Martin Yale Chadless Opener Electric Letter Opener","Office Supplies","Supplies","Martin-Yale"
"18","Alejandro Grove","Consumer","CA-2015-103058","2015-07-23 00:00:00","New York City","New York","East","United States","10011","2015-07-24 00:00:00","First Class","88","421","2","0","8","0.08","100","Case Logic 2.4GHz Wireless Keyboard","Technology","Accessories","Other"
"277","Evan Bailliet","Consumer","CA-2015-103086","2015-10-17 00:00:00","Houston","Texas","Central","United States","77095","2015-10-19 00:00:00","Second Class","89","678","2","0.6","-2","-0.3","5","G.E. Longer-Life Indoor Recessed Floodlight Bulbs","Furniture","Furnishings","G. E."
"7","Adrian Barton","Consumer","CA-2015-103100","2015-12-20 00:00:00","Indianapolis","Indiana","Central","United States","46203","2015-12-23 00:00:00","First Class","90","195","1","0","2","0.47","4","Avery 487","Office Supplies","Labels","Avery"
"7","Adrian Barton","Consumer","CA-2015-103100","2015-12-20 00:00:00","Indianapolis","Indiana","Central","United States","46203","2015-12-23 00:00:00","First Class","91","898","3","0","497","0.45","1104","Ibico Ibimaster 300 Manual Binding System","Office Supplies","Binders","Ibico"
"785","Vivek Grady","Corporate","CA-2015-103191","2015-09-22 00:00:00","Chicago","Illinois","Central","United States","60653","2015-09-27 00:00:00","Standard Class","92","1377","3","0.2","-83","-0.25","332","SAFCO Commercial Wire Shelving, Black","Office Supplies","Storage","SAFCO"
"81","Benjamin Farhat","Home Office","CA-2015-103219","2015-11-09 00:00:00","New York City","New York","East","United States","10035","2015-11-13 00:00:00","Standard Class","93","548","9","0","21","0.38","57","Eldon 200 Class Desk Accessories, Black","Furniture","Furnishings","Eldon"
"311","Greg Matthias","Consumer","CA-2015-103310","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class","94","1480","2","0","19","0.48","40","Southworth 25% Cotton Premium Laser Paper and Envelopes","Office Supplies","Paper","Southworth"
"311","Greg Matthias","Consumer","CA-2015-103310","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class","95","75","6","0","11","0.27","41","Acme Design Stainless Steel Bent Scissors","Office Supplies","Supplies","Acme"
"311","Greg Matthias","Consumer","CA-2015-103310","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class","96","846","1","0.2","32","0.13","257","Hon Pagoda Stacking Chairs","Furniture","Chairs","Hon"
"311","Greg Matthias","Consumer","CA-2015-103310","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class","97","1629","5","0.2","125","0.09","1432","Wilson Electronics DB Pro Signal Booster","Technology","Phones","Other"
"234","Don Miller","Corporate","CA-2015-103317","2015-07-05 00:00:00","Palm Coast","Florida","South","United States","32137","2015-07-08 00:00:00","First Class","98","1641","5","0.7","-7","-0.7","10","Wilson Jones Four-Pocket Poly Binders","Office Supplies","Binders","Wilson Jones"
"234","Don Miller","Corporate","CA-2015-103317","2015-07-05 00:00:00","Palm Coast","Florida","South","United States","32137","2015-07-08 00:00:00","First Class","99","108","2","0.2","5","0.28","20","Advantus Panel Wall Certificate Holder - 8.5x11","Furniture","Furnishings","Advantus"
"234","Don Miller","Corporate","CA-2015-103317","2015-07-05 00:00:00","Palm Coast","Florida","South","United States","32137","2015-07-08 00:00:00","First Class","100","1040","3","0.2","16","0.08","213","Luxo Adjustable Task Clamp Lamp","Furniture","Furnishings","Luxo"
"420","Karl Braun","Consumer","CA-2015-103331","2015-08-26 00:00:00","Newark","Delaware","East","United States","19711","2015-09-01 00:00:00","Standard Class","101","274","1","0","2","0.46","3","Avoid Verbal Orders Carbonless Minifold Book","Office Supplies","Paper","Other"
"420","Karl Braun","Consumer","CA-2015-103331","2015-08-26 00:00:00","Newark","Delaware","East","United States","19711","2015-09-01 00:00:00","Standard Class","102","91","4","0","4","0.38","11","Acrylic Self-Standing Desk Frames","Furniture","Furnishings","Other"
"420","Karl Braun","Consumer","CA-2015-103331","2015-08-26 00:00:00","Newark","Delaware","East","United States","19711","2015-09-01 00:00:00","Standard Class","103","1776","3","0","8","0.49","17","Xerox 1978","Office Supplies","Paper","Xerox"
"265","Erica Hackney","Consumer","CA-2015-103366","2015-01-15 00:00:00","Roswell","Georgia","South","United States","30076","2015-01-17 00:00:00","First Class","104","1000","5","0","66","0.44","150","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","Technology","Accessories","Logitech"
"117","Bruce Stewart","Consumer","CA-2015-103373","2015-05-18 00:00:00","Cleveland","Ohio","East","United States","44105","2015-05-24 00:00:00","Standard Class","105","144","2","0.4","-169","-0.22","780","Apple iPhone 5","Technology","Phones","Apple"
"303","Georgia Rosenberg","Corporate","CA-2015-103401","2015-11-21 00:00:00","San Francisco","California","West","United States","94110","2015-11-26 00:00:00","Standard Class","106","1815","2","0","6","0.48","13","Xerox 211","Office Supplies","Paper","Xerox"
"454","Laurel Workman","Corporate","CA-2015-103429","2015-05-30 00:00:00","New York City","New York","East","United States","10024","2015-06-01 00:00:00","First Class","107","699","2","0.2","9","0.35","26","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","Office Supplies","Binders","GBC"
"454","Laurel Workman","Corporate","CA-2015-103429","2015-05-30 00:00:00","New York City","New York","East","United States","10024","2015-06-01 00:00:00","First Class","108","1744","4","0","18","0.45","40","Xerox 1948","Office Supplies","Paper","Xerox"
